 1.6090E+00,6.0858E+06,0.0000E+00
1.6270E+00,6.0858E+06,0.0000E+00
1.6452E+00,6.0858E+06,0.0000E+00
1.6636E+00,6.0858E+06,1.9981E+04
1.6823E+00,6.0854E+06,1.8024E+04
1.7011E+00,6.0850E+06,1.1925E+04
1.7202E+00,6.0848E+06,2.6253E+04
1.7394E+00,6.0843E+06,4.3154E+03
1.7589E+00,6.0842E+06,2.7803E+03
1.7786E+00,6.0842E+06,2.9347E+03
1.7985E+00,6.0841E+06,2.6954E+03
1.8187E+00,6.0841E+06,1.9237E+03
1.8390E+00,6.0840E+06,1.9237E+03
1.8596E+00,6.0840E+06,2.0518E+03
1.8805E+00,6.0839E+06,2.0671E+03
1.9015E+00,6.0839E+06,1.7119E+03
1.9228E+00,6.0839E+06,1.4468E+03
1.9444E+00,6.0838E+06,1.4468E+03
1.9661E+00,6.0838E+06,1.2939E+03
1.9882E+00,6.0838E+06,1.1279E+03
2.0104E+00,6.0838E+06,1.1279E+03
2.0330E+00,6.0837E+06,1.1279E+03
2.0557E+00,6.0837E+06,9.1335E+02
2.0788E+00,6.0837E+06,8.8679E+02
2.1020E+00,6.0837E+06,8.8679E+02
2.1256E+00,6.0836E+06,8.8679E+02
2.1494E+00,6.0836E+06,8.6076E+02
2.1735E+00,6.0836E+06,8.0748E+02
2.1978E+00,6.0836E+06,8.0748E+02
2.2224E+00,6.0836E+06,4.3076E+03
2.2473E+00,6.0835E+06,1.5752E+04
2.2725E+00,6.0831E+06,1.5752E+04
2.2979E+00,6.0827E+06,1.5752E+04
2.3237E+00,6.0823E+06,1.5752E+04
2.3497E+00,6.0818E+06,3.2441E+04
2.3760E+00,6.0810E+06,3.9637E+04
2.4026E+00,6.0800E+06,3.9637E+04
2.4295E+00,6.0789E+06,3.9637E+04
2.4568E+00,6.0778E+06,3.8753E+04
2.4843E+00,6.0768E+06,3.7321E+04
2.5121E+00,6.0757E+06,3.7321E+04
2.5402E+00,6.0747E+06,3.7321E+04
2.5687E+00,6.0736E+06,3.7321E+04
2.5975E+00,6.0726E+06,3.7321E+04
2.6265E+00,6.0715E+06,3.7321E+04
2.6560E+00,6.0704E+06,4.7003E+04
2.6857E+00,6.0690E+06,5.4414E+04
2.7158E+00,6.0674E+06,5.4414E+04
2.7462E+00,6.0657E+06,5.4414E+04
2.7770E+00,6.0641E+06,6.0039E+04
2.8081E+00,6.0622E+06,6.2308E+04
2.8395E+00,6.0603E+06,6.2308E+04
2.8713E+00,6.0583E+06,6.2308E+04
2.9035E+00,6.0563E+06,6.2308E+04
2.9360E+00,6.0543E+06,6.2308E+04
2.9689E+00,6.0522E+06,6.7876E+04
3.0022E+00,6.0500E+06,7.6436E+04
3.0358E+00,6.0474E+06,7.6436E+04
3.0698E+00,6.0449E+06,7.6436E+04
3.1042E+00,6.0422E+06,7.6436E+04
3.1389E+00,6.0396E+06,7.6436E+04
3.1741E+00,6.0369E+06,7.7467E+04
3.2096E+00,6.0342E+06,7.7549E+04
3.2456E+00,6.0314E+06,7.7549E+04
3.2819E+00,6.0286E+06,7.7549E+04
3.3187E+00,6.0258E+06,7.7549E+04
3.3559E+00,6.0229E+06,7.7549E+04
3.3935E+00,6.0200E+06,7.7549E+04
3.4315E+00,6.0171E+06,9.0868E+04
3.4699E+00,6.0136E+06,1.1154E+05
3.5088E+00,6.0093E+06,1.1154E+05
3.5481E+00,6.0049E+06,1.1154E+05
3.5878E+00,6.0005E+06,1.1154E+05
3.6280E+00,5.9961E+06,9.9137E+04
3.6686E+00,5.9921E+06,9.3766E+04
3.7097E+00,5.9882E+06,9.3766E+04
3.7513E+00,5.9844E+06,9.3766E+04
3.7933E+00,5.9804E+06,9.3766E+04
3.8358E+00,5.9765E+06,9.3766E+04
3.8787E+00,5.9725E+06,9.3766E+04
3.9222E+00,5.9684E+06,1.1358E+05
3.9661E+00,5.9635E+06,1.3238E+05
4.0105E+00,5.9576E+06,1.3238E+05
4.0554E+00,5.9517E+06,1.3238E+05
4.1009E+00,5.9457E+06,1.3238E+05
4.1468E+00,5.9397E+06,1.3238E+05
4.1933E+00,5.9336E+06,1.3238E+05
4.2402E+00,5.9274E+06,1.4517E+05
4.2877E+00,5.9205E+06,1.4724E+05
4.3357E+00,5.9135E+06,1.4724E+05
4.3843E+00,5.9064E+06,1.4724E+05
4.4334E+00,5.8992E+06,1.4724E+05
4.4831E+00,5.8919E+06,1.4724E+05
4.5333E+00,5.8846E+06,1.4724E+05
4.5840E+00,5.8771E+06,1.4724E+05
4.6354E+00,5.8696E+06,1.7801E+05
4.6873E+00,5.8604E+06,1.8459E+05
4.7398E+00,5.8508E+06,1.8459E+05
4.7929E+00,5.8410E+06,1.8459E+05
4.8466E+00,5.8312E+06,1.8459E+05
4.9009E+00,5.8212E+06,1.8459E+05
4.9558E+00,5.8111E+06,1.8459E+05
5.0113E+00,5.8010E+06,1.8459E+05
5.0674E+00,5.7906E+06,1.8459E+05
5.1241E+00,5.7802E+06,1.7752E+05
5.1815E+00,5.7701E+06,1.7555E+05
5.2396E+00,5.7600E+06,1.7555E+05
5.2983E+00,5.7497E+06,1.7555E+05
5.3576E+00,5.7394E+06,1.7555E+05
5.4176E+00,5.7289E+06,1.7555E+05
5.4783E+00,5.7183E+06,2.1239E+05
5.5397E+00,5.7053E+06,2.2868E+05
